City,State,SizeRank,MarketHealthIndex,SellForGain,PrevForeclosed,ForeclosureRatio,ZHVI,MoM,YoY,ForecastYoYPctChange,StockOfREOs,NegativeEquity,Delinquency,DaysOnMarket
Goodyear,AZ,643,5.292863763,77.14,7.0686,1.4014,241700,0.666389005,6.569664903,0.031092263,87.9,0.199804455,0.01827593,77.5
Coon Rapids,MN,645,5.348470806,68.42,9.3876,4.1857,177900,0.793201133,6.846846847,0.036902754,75.3,0.132378519,0.027248279,87
Rosemead,CA,648,8.055607044,100,6.3636,1.1343,513100,0.05850234,4.671562627,0.013059832,53.4,0.053074094,0.00990099,74
Utica,NY,649,2.84244671,81.58,7.3448,2.134,80300,0.24968789,2.033036849,0.009838107,45.9,0.13642916,0.046999645,148
Elyria,OH,652,2.376274328,100,12.993,4.94,87100,-0.229095074,1.990632319,0.025051665,47.9,0.251050743,0.052266231,106
Laguna Niguel,CA,654,8.667284523,90.48,2.0249,0.9088,770400,0.286383754,4.333694475,0.00961189,38.5,0.050095181,0.028,85
Yorba Linda,CA,657,9.635773865,87.1,2.0897,1.9065,764500,0.924092409,8.532084043,0.019790713,37,0.055820282,0.011509879,89
Vineland,NJ,660,0.53197405,61.54,29.6272,1.2607,149200,0.403768506,3.109882516,0.014517426,67.6,0.215001549,0.119375437,103
Burnsville,MN,661,4.420759963,76.92,16.7181,2.4826,222000,0.725952813,2.58780037,0.025027027,79.4,0.096070756,0.016947119,95
La Habra,CA,663,5.761816497,92.31,10.2114,0.5444,478700,0.146443515,7.283729269,0.017461876,43,0.06497948,0.046315789,74
Eden Prairie,MN,665,5.041705283,71.43,5.1955,2.6617,304800,0,-0.910273082,0.020278871,40.5,0.095203677,0.016094326,107
Valley Stream,NY,667,5.874884152,90,5.9375,1.84,384200,0.786988458,5.289120307,0.022782405,21.4,0.100695108,0.204110423,154
Hendersonville,TN,669,8.640407785,90.8,4.0099,1.4235,232000,0.913440626,9.176470588,0.032284483,43,0.079964381,0.013363029,71
Bristol,CT,670,0.725671918,46.67,11.3224,0.5437,170100,-0.526315789,-0.234604106,0.002774838,55.6,0.193807107,0.051859612,115
Reston,VA,676,4.15755329,69.32,2.0244,1.8513,428400,-0.069979006,-2.214106368,-0.004736228,12.1,0.089749494,0.00778665,89
Dundalk,MD,678,0.468952734,93.55,23.7906,5.5165,128300,0.469851214,2.149681529,0.009267342,76,0.260665265,0.075426945,100
Lancaster Township,PA,679,2.112140871,90.2,16.0268,5.5979,108900,-0.547945205,1.302325581,0.010505051,43.5,0.11056575,0.0412738,118.5
San Luis Obispo,CA,681,9.688600556,90,1.3265,0.4711,648100,0.605402049,6.63047055,0.040962814,33.6,0.039214237,0.013989798,87
Bellevue,NE,683,7.384615385,84.31,3.4871,3.7684,151600,0.330906684,4.049416609,0.041662269,41.5,0.089700152,0.011294923,80
Lakewood,WA,684,3.954587581,86.96,15.7102,7.9803,238200,0.76142132,9.466911765,0.056280437,59.6,0.159859657,0.048306371,88
Gardena,CA,695,6.086190918,90.91,10.1344,1.302,437600,0.73664825,7.43923398,0.022184644,87,0.088810654,0.042200303,71
Blaine,MN,696,5.341983318,53.49,6.138,3.999,206000,0.930916218,6.957424714,0.032825243,66.4,0.118669373,0.023564463,90
Novato,CA,698,8.805375348,92.59,3.9372,1.2758,740500,1.119759661,8.355282411,0.029222147,113.6,0.038733708,0.015243983,55
Manchester,CT,699,1.922150139,77.78,3.6795,0.6036,157900,-0.754242615,-3.306797306,6.33E-06,53.2,0.221914216,0.053939864,123
Newport Beach,CA,703,9.553290083,93.02,2.3809,0.8311,1488200,0.690121786,9.041617819,0.01852036,46.3,0.05825795,0.016143378,105
Ewa Beach,HI,704,7.736793327,97.06,4.5169,1.2999,519900,0.386174937,8.109794136,0.029309483,35.2,0.060346335,0.049275362,66
Gaithersburg,MD,706,0.381835032,66.67,12.7303,5.5568,337100,-0.029655991,-0.765381219,-0.00047167,42.2,0.136539881,0.04093414,133
National City,CA,707,5.687673772,93.75,13.2121,1.8909,344100,0.938691698,7.733249843,0.034254577,46.6,0.115258677,0.048295455,68.5
Carson City,NV,710,5.693234476,92.31,10.0576,4.9258,236000,0.940975192,18.23647295,0.036788136,56.7,0.152130834,0.049149914,83.5
Gilroy,CA,711,6.62557924,93.1,2.0847,3.1326,637600,0.425263821,6.19586942,0.01505803,80,0.046543993,0.033222591,67
Fort Mill,SC,712,8.03892493,88.35,6.3982,2.5349,250000,0.240577386,7.204116638,0.038108,18.2,0.074004344,0.025711996,89
San Clemente,CA,714,8.741427247,81.58,2.1563,1.9504,840100,0.634882607,5.766083344,0.012292584,43.8,0.054614913,0.028210816,97.5
Brentwood,CA,715,6.707136237,65.85,8.0755,1.9907,496600,0.607779579,7.745714906,0.019967781,73,0.0881187,0.033419023,73.5
Mansfield,TX,718,9.257645968,94.44,4.2744,1.9371,221700,0.68119891,13.34355828,0.064397835,47.2,0.040498442,0.019851117,63
Rocklin,CA,722,8.823911029,86.84,6.0877,2.9045,410700,0.711132908,6.619937695,0.050822985,77.9,0.069816219,0.025323507,76.5
Saint Peters,MO,723,4.675625579,71.11,13.1493,2.7165,168100,0.298329356,9.869281046,0.037578822,66.8,0.081771396,0.025641026,69
North Richland Hills,TX,725,9.568118628,97.3,4.8829,1.7369,178900,0.902425268,16.16883117,0.059927334,46.6,0.041881217,0.005503,62.5
Woodland,CA,726,8.011121409,90.62,5.9792,2.1159,309900,1.043364852,12.1606949,0.053452727,57.3,0.111316696,0.026807693,67
Annandale,VA,727,6.103799815,93.18,2.5567,1.7372,490800,0.286064569,-0.405844156,0.002481663,12.1,0.08490566,0.018518519,78.5
Mechanicsville,VA,729,5.564411492,68.42,7.2378,2.8762,239600,0.209117524,4.40087146,0.024616027,33.3,0.105781172,0.021295962,94
West Des Moines,IA,730,7.136237257,85.71,5.9049,1.9391,186300,0.431266846,5.194805195,0.030032206,22,0.07770114,0.02415083,70.5
South San Francisco,CA,733,8.913809082,75,2.9054,0.6692,827000,0.902879453,17.3216059,0.048142684,64,0.031680441,0.026086957,46
Lake Elsinore,CA,734,3.599629286,73.68,13.4955,3.1097,288700,0.417391304,4.981818182,0.056307586,66,0.156556313,0.047312216,96
Lompoc,CA,736,6.558850788,92.31,8.5386,3.2502,279600,0.793078587,8.963367108,0.053773247,46.4,0.17756315,0.038702929,78
Lancaster,OH,737,3.816496756,86.54,7.7822,4.2006,118300,0.16934801,1.284246575,0.021437025,43.1,0.148910264,0.033524121,116
Massillon,OH,738,5.666357739,86.67,9.7743,2.5681,109100,0.367985281,2.730696798,0.033657195,43.3,0.148329861,0.035158219,98
Davis,CA,740,9.756255792,83.33,1.5909,1.2403,589300,0.94210346,6.448699422,0.050595622,46.6,0.050080953,0.008768349,66.5
Springfield,OH,741,0.53660797,63.64,16.9153,6.6984,58500,-0.340715503,0.515463918,0.030051282,70.4,0.237821788,0.04500995,117
Schenectady,NY,742,0.41334569,86.67,12.6906,10.071,120300,0.083194676,-0.248756219,0.008387365,97.1,0.179527891,0.080961322,145
Rancho Cordova,CA,744,7.356811863,87.18,9.4254,1.82,294300,0.512295082,7.369573148,0.057169555,82.1,0.133460363,0.017644964,80
Eastvale,CA,747,5.907321594,62.5,3.7736,1.1291,506600,0.019743337,1.911084289,0.045086854,57.7,0.103365635,0.043346774,86
Town of Hempstead,NY,748,1.017608897,88.89,7.0395,6.037,281900,0.142095915,1.952983725,0.012351898,70.5,0.265579032,0.314199396,221
Bensalem,PA,749,1.514365153,72.41,13.9553,4.4063,228600,-0.087412587,1.24003543,0.011369204,37.3,0.105531797,0.081045752,117
Midwest City,OK,751,3.204819277,86.67,2.3856,2.3972,84500,0.237247924,-0.705052879,0.013680473,78.8,0.100531762,0.028820201,81.5
Freehold Township,NJ,752,3.608897127,69.57,5.1377,1.8905,310500,0.648298217,1.536952256,0.010805153,38.3,0.076873105,0.114084507,125
Azusa,CA,753,5.260426321,100,4.3336,1.597,381500,-0.104739461,4.064375341,0.011764089,96.4,0.066951324,0.038265306,74
Carmichael,CA,756,5.731232623,91.18,5.1771,3.5873,347100,0.288933834,4.769091458,0.045583405,53.7,0.117747176,0.023653088,65.5
Colton,CA,760,7.606116775,94.74,7.0092,2.4497,231800,0.870322019,9.494567785,0.062748059,58.2,0.179930796,0.045248869,78.5
Loveland,OH,762,9.058387396,85.19,9.4334,1.6673,226400,0.488237905,6.893295562,0.040008834,15.1,0.086740301,0.029067981,103
Goose Creek,SC,763,2.094531974,62.5,13.1712,3.5208,152000,0.396301189,6.517168886,0.025618421,49.5,0.140215198,0.063948841,95
Montebello,CA,769,5.607043559,90.91,7.4603,2.066,460500,1.031154015,9.460423104,0.023539631,55.5,0.095528899,0.050228311,62.5
Westminster,MD,770,0.902687674,77.14,16.9438,5.8658,268100,0.112023898,-0.111773472,0.004714659,65.6,0.136815888,0.047823507,124
Wayne,NJ,774,5.067655236,67.74,6.0633,3.5986,421800,0.428571429,2.928257687,0.016631105,19.6,0.089075824,0.10996119,158
Snohomish,WA,777,8.309545876,89.19,6.5966,2.1433,430200,0.537508764,8.746208291,0.054551371,32.5,0.082662459,0.034079829,73
Kettering,OH,779,2.777571826,71.7,10.4485,5.2064,116800,0.25751073,1.213171577,0.034700342,39.5,0.134980273,0.024256527,90
Santee,CA,782,7.944392956,88.89,3.0773,2.43,430900,0.677570093,7.967927838,0.029463913,40.8,0.081509632,0.01607717,54
Broomfield,CO,784,9.925857275,95.83,1.9324,0.3671,350700,0.891829689,16.08738828,0.050521814,31.3,0.041628537,0.00756593,64
Lake Havasu City,AZ,785,6.325301205,90,5.1507,2.7667,209200,0.143609382,7.117255504,0.027825048,45.1,0.108243866,0.019660319,86
Rockville,MD,793,4.270620945,71.43,3.4284,2.2511,455600,0.242024202,-1.085540599,0.000160228,21.6,0.10325719,0.015428158,99
Jackson,NJ,794,1.523632994,74.24,7.2498,7.7622,319000,0.188442211,1.754385965,0.014739812,52.5,0.088679977,0.166120219,137
Union,NJ,795,1.68952734,78.79,9.1204,5.193,280000,0.647016535,2.414045355,0.014878571,39.6,0.219621699,0.130027847,134
Fountain Valley,CA,799,9.55699722,95.45,5.4552,0.5442,711400,0.6508206,6.75270108,0.015854653,27.1,0.037699586,0.007843137,68
Port Orchard,WA,800,4.518072289,80,12.5802,5.0869,258400,0.701480904,7.577019151,0.034798762,45.6,0.139587813,0.038651899,92
Piscataway Township,NJ,802,1.139017609,76,8.6099,4.7566,278500,-0.107604017,-2.314977201,0.008165171,42.6,0.131555556,0.114864865,154.5
Mililani,HI,807,8.361445783,100,2.3809,1.2798,626300,0.224035846,3.179571664,0.013618074,21.8,0.037936508,0.025104603,64
Morristown,TN,808,3.594995366,78.57,13.0912,4.5319,99900,0.200601805,1.113360324,0.031001001,32.1,0.143297826,0.028362429,124.5
Town of Newburgh,NY,814,0.02502317,72.73,11.9902,14.65,172400,-0.173711639,-1.203438395,0.004135731,128.6,0.34856838,0.115306122,169
Florissant,MO,815,1.436515292,66.67,10.7947,10.8271,86200,0.116144019,5.507955936,0.030777262,91.3,0.33949449,0.043236241,97
South Whittier,CA,816,5.607970343,92.31,5.7996,1.2836,435800,0.137867647,6.396484375,0.01692749,78.6,0.072106767,0.038003763,75.5
Prescott,AZ,817,7.93141798,80.3,4.2868,1.1934,303800,0.363396102,3.756830601,0.005497038,37.4,0.078899846,0.010990154,115.5
Parsippany-Troy Hills Township,NJ,823,6.135310473,84,0.7693,1.7763,379100,0.317544324,-2.444673186,0.006061725,24,0.083448476,0.079090993,132
Issaquah,WA,826,9.076923077,92.96,2.2254,1.962,572300,0.456380551,9.071850581,0.057013804,44,0.071628033,0.01709122,54
Castle Rock,CO,827,9.388322521,96.97,1.8459,0.7819,402200,0.524868783,12.88240247,0.040549478,47.2,0.06847886,0.006595481,70
Easley,SC,828,6.541241891,82.98,8.6538,5.3131,143800,0.700280112,9.104704097,0.039422809,34,0.07114887,0.042680128,102
Yucaipa,CA,829,7.265060241,81.82,6.687,1.9755,313600,0.674157303,2.718637406,0.050972577,55.1,0.123325213,0.030864198,87.5
Glendora,CA,832,7.34939759,95.45,4.5454,1.0765,532800,0.509337861,6.029850746,0.014356231,82.1,0.04385662,0.051514525,81.5
Shoreline,WA,834,8.550509731,95.74,5.4401,2.5036,408700,0.245278391,10.13203988,0.061517005,28.3,0.065955608,0.017129503,48
Hacienda Heights,CA,835,5.929564411,93.33,3.3294,0.9246,599900,0.250668449,3.878787879,0.013637273,71.8,0.056624433,0.055248619,92.5
Moore,OK,837,7.076923077,84.31,4.5321,2.6521,124900,0.563607085,3.13790256,0.027534027,90.9,0.09239991,0.024479804,86
Waukesha,WI,838,7.454124189,92.31,3.4386,1.0693,189500,0.477200424,4.292790314,0.027124011,38.6,0.086478862,0.021382408,86
Euless,TX,842,9.483781279,100,8.0292,2.7221,176800,0.568828214,13.84417257,0.058291855,32.7,0.042007797,0.031039448,66
San Pablo,CA,844,4.351251158,81.82,9.6667,2.7423,338400,0.834326579,13.0260521,0.038605201,68.3,0.154452457,0.051031488,58.5
Plainfield,NJ,845,0.448563485,83.33,25.4294,13.8251,190300,0.954907162,-2.209660843,0.00603258,145.7,0.312361118,0.219487336,139
Poway,CA,847,8.520852641,91.3,2.3804,0.9246,621700,0.631272256,2.658520476,0.018163101,29.5,0.048315994,0.032846715,84
Yukon,OK,852,6.752548656,91.53,2.0487,1.828,154200,0.325309044,1.647989453,0.027568093,43.9,0.089067818,0.014911463,78
Bartlett,TN,854,2.873030584,89.66,17.3337,7.2792,164200,0.551132884,2.882205514,0.043751523,40.2,0.146345706,0.031721333,81
Painesville,OH,855,0.531047266,71.43,16.7995,10.6063,116700,-0.680851064,-1.767676768,0.017292202,51.9,0.154004571,0.037738258,118
Apple Valley,MN,857,5.518072289,80.95,14.4177,1.7188,225600,0.579580918,3.202195791,0.026941489,71.1,0.102289333,0.027619048,100.5
Paramount,CA,860,2.558850788,100,18.6813,4.9413,345000,0.23242301,7.8125,0.019892754,84.3,0.126332288,0.054590571,76
Levittown,PA,861,1.142724745,84.85,21.527,5.5955,200600,0,3.295571576,0.013544367,60.4,0.131807149,0.067126356,120
Owings Mills,MD,864,0.624652456,62.5,20.3182,4.6001,230000,0.130605137,1.769911504,0.00896087,51.9,0.245581055,0.061285207,118
West Sacramento,CA,869,7.652455978,95.24,3.9277,3.7982,303200,1.032989004,11.634757,0.073707124,56.1,0.137973247,0.022744521,53
Oregon City,OR,871,8.21223355,97.96,5.8986,3.0642,316200,0.668576886,9.982608696,0.045736875,32.3,0.056409664,0.040983607,62
Lancaster,SC,874,3.43373494,90,9.8662,4.4052,104800,-0.663507109,0.479386385,0.024360687,35.2,0.102470741,0.045685279,167
Edina,MN,876,7.765523633,88.24,4.227,1.3873,376400,0.212992545,-0.396930405,0.018544102,35.7,0.079639741,0.014010935,116
Kingman,AZ,877,3.507877665,84.21,14.167,5.977,123500,0.324939074,6.557377049,0.028105263,67.8,0.208018718,0.03184843,98
Tigard,OR,878,8.912882298,88.89,6.7536,2.4449,349700,0.604142693,11.97566443,0.045601945,33.7,0.051003451,0.023693156,66.5
Morganton,NC,879,7.266913809,90,11.0096,0.976,98300,0.101832994,2.824267782,0.030925738,11.6,0.120232294,0.038232117,150
Hollister,CA,881,9.062094532,81.25,3.6432,0.8681,473200,0.938566553,13.66802786,0.037605664,50.7,0.085897436,0.038379531,75.5
East Hartford,CT,886,0.406858202,60,11.743,0.7114,143100,-0.209205021,0.210084034,0.002907058,65.1,0.280271999,0.085422248,137
Chantilly,VA,889,5.828544949,80.95,2.7099,1.973,492400,0.18311292,0.571895425,0.002956946,8.9,0.102745773,0.011406962,80
South Hill,WA,891,4.589434662,78.95,13.7916,8.0038,261200,0.693909021,7.8447564,0.052760337,87,0.148918327,0.048631541,90
Cathedral City,CA,892,4.543095459,78.26,12.9538,3.2511,245400,0.697578991,6.141868512,0.059576202,58.6,0.156214149,0.036719706,78.5
Irondequoit,NY,893,3.519925857,81.63,10.2761,4.7312,112600,0,1.258992806,0.018161634,24.9,0.061679023,0.067342822,106
Garner,NC,894,5.007414272,88.24,13.9151,2.5249,158300,0.126502214,3.464052288,0.035135818,23.5,0.073185012,0.032,84
Smyrna,TN,896,6.972196478,91.23,7.267,4.0269,167500,0.661057692,10.19736842,0.035122388,61.8,0.063283722,0.018518519,65
Parkersburg,WV,901,7.444856348,96.3,6.7308,2.9561,79000,0.508905852,0.765306122,0.034063291,27.3,0.119882733,0.011796854,137
Mentor,OH,905,3.069508804,74.19,12.0604,4.7059,158200,-0.063171194,3.129074316,0.029178255,34.1,0.123884819,0.038641686,94.5
Highland,CA,911,7.583873957,70.59,8.7228,1.7449,287500,0.912600913,9.774723177,0.071707826,63.6,0.138773628,0.043189369,86
Wake Forest,NC,912,7.335495829,69.57,3.5813,2.0711,266700,0.112612613,3.693623639,0.036940382,29,0.073861498,0.025477707,97
Danville,CA,916,9.574606117,91.67,1.3321,1.4107,1158500,0.564236111,9.478359478,0.026835563,43.4,0.02225641,0.013974233,62
Lakewood,OH,918,6.455050973,76.92,5.0913,0.9892,136200,0.220750552,6.572769953,0.04123348,48.9,0.097411992,0.02640264,66
Old Bridge Township,NJ,919,3.925857275,71.43,9.2839,2.4508,326600,0.36877689,1.302729529,0.011350276,26.1,0.093553459,0.104201681,154
Massapequa,NY,920,5.803521779,100,3.8462,0.9237,430300,0.420070012,0.279655092,0.007232164,19.6,0.055036974,0.151982379,173.5
Lebanon,TN,921,9.189063948,96,6.0949,2.6643,199800,0.960080849,10.38674033,0.033833834,41.4,0.072234631,0.032571479,120
Town of Sheboygan,WI,925,2.677479147,74.19,12.0259,2.0578,99100,0.202224469,6.102783726,0.022492432,60.4,0.163471215,0.023085124,111
East Brunswick,NJ,926,5.225208526,93.33,6.9044,2.4243,343900,0.408759124,-0.289939113,0.012140157,21.4,0.086316533,0.084583902,144
Apex,NC,929,9.172381835,94.81,0.7966,0.4866,286100,0.140007,5.416359617,0.043138763,14.9,0.065442979,0.008779162,60
Buckeye,AZ,930,3.421686747,80.65,11.2739,3.7877,173000,0.639906923,9.286165509,0.037693642,109.3,0.225529328,0.025315019,73
Lakeville,MN,931,5.734012975,73.08,15.9484,1.5944,297300,0.813835198,5.053003534,0.033084427,56.8,0.093396319,0.023182297,98.5
Saint Louis Park,MN,933,6.008341057,84.21,2.7427,2.5292,227000,0.265017668,0.620567376,0.02023348,34.5,0.120403516,0.015834121,90
Huntersville,NC,936,9.103799815,83.5,1.6623,0.9627,244700,0.575421291,6.949300699,0.036522272,39.7,0.079522863,0.021428571,88.5
Menifee,CA,938,6.50695088,84.62,8.4293,2.0706,323500,0.247908274,5.203252033,0.053941267,70.3,0.144773106,0.029976428,86
Cleveland Heights,OH,939,2.101019462,90,19.2087,3.958,106400,0.377358491,-0.187617261,0.022857143,82.1,0.181044177,0.052351375,119.5
Aliso Viejo,CA,941,6.084337349,82.5,3.4781,2.2515,533800,-0.074878323,1.232694861,-0.002122518,43.2,0.078566342,0.021148036,74
Perth Amboy,NJ,942,0.40407785,85.71,13.5416,10.9163,219800,0.227998176,-3.427065026,0.003507734,74.7,0.294198139,0.188837209,182
Delaware,OH,943,5.968489342,86.49,8.2089,3.844,180700,0.333148251,5.48744892,0.031593802,36.7,0.087452471,0.028202115,89.5
Lincoln,CA,944,7.354958295,78.72,5.6681,1.3056,397700,0.480040424,5.85573596,0.049806387,98.5,0.076763724,0.031484258,74
Mount Vernon,WA,950,5.24652456,87.5,6.1561,3.4842,249500,0.971266694,12.1852518,0.012440882,45.5,0.12126528,0.035271097,88
Palm Desert,CA,951,5.323447637,63.27,4.8699,3.502,324800,0.15417823,0.775674837,0.050760468,51.3,0.109616915,0.016607981,101.5
Cuyahoga Falls,OH,952,2.215940686,77.27,12.678,5.09,114100,0.175592625,2.423698384,0.030192813,44.3,0.135079875,0.022589255,77
Bedford,TX,954,9.765523633,94.29,3.2139,2.0436,192300,0.680628272,14.39619274,0.059381175,25,0.040047293,0.00374082,58
Sammamish,WA,962,9.676552363,94.55,2.9781,1.2801,726300,0.400884711,7.155503098,0.051518656,35.8,0.047794964,0.014884848,60
Spanaway,WA,963,2.765523633,68.57,12.2525,9.1705,224900,0.806813088,8.22906641,0.053601601,87.2,0.168433114,0.075680272,90
Strongsville,OH,967,5.398517146,78.57,9.0546,2.3045,185100,-0.161812298,-0.161812298,0.022733657,30.6,0.070670005,0.034451537,106.5
Grove City,OH,969,4.466172382,88.37,14.7928,5.2099,143200,0.987306065,5.838876571,0.034329609,54.2,0.132223994,0.036570075,84
North Bethesda,MD,972,2,75,9.281,1.1714,396600,-0.251509054,-3.197461557,-0.007347453,18.7,0.1294629,0.011990408,111
Longview,WA,973,4.939759036,90.91,10.0069,5.5699,168600,0.476758045,6.171284635,0.039798339,35.2,0.154497354,0.037671233,91
Egg Harbor Township,NJ,974,0.015755329,20,30.3997,8.873,183500,-0.434074878,-8.341658342,-0.028190736,70.8,0.259958932,0.161664034,145
Diamond Bar,CA,978,5.667284523,88.24,3.3472,1.6575,635700,0.315606754,3.030794165,0.00724241,87.8,0.04681182,0.026578073,89
Martinez,CA,979,8.386468953,80.65,4.9573,0.6836,520300,0.716221448,10.86724909,0.032133385,43.9,0.058065356,0.020179372,49
Edmonds,WA,987,9.552363299,90.91,2.9002,1.106,449300,0.424675905,11.02050902,0.058791453,22.3,0.06947806,0.032233664,62
Desoto,TX,988,7.075069509,89.29,9.6364,7.4862,155600,0.451904454,13.32847779,0.058579692,61,0.076512705,0.075229358,89
York,PA,989,0.126042632,73.53,24.6132,8.4072,66900,-0.149253731,1.517450683,0.016068759,117,0.179186234,0.07134561,153
Hackensack,NJ,991,1.287303058,52.17,5.4725,8.1516,288500,0.312934631,2.59601707,0.019064125,54.6,0.223516662,0.141818182,156.5
Campbell,CA,992,9.478220575,100,3.4702,0.6474,1029400,0.262978475,13.20796217,0.035630464,42.6,0.024666172,0.015037594,52
Desert Hot Springs,CA,996,2.026876738,66.67,20.205,6.8138,165200,0.547778454,7.272727273,0.064794189,75.6,0.21089519,0.051359517,79.5
Cerritos,CA,997,7.60055607,90,1.9284,2.5567,661600,0.470766894,5.434262948,0.013145405,67.4,0.052887633,0.035608309,81
Rogers,AR,998,4.263206673,80.56,7.9459,4.1453,148200,0.406504065,7.313540912,0.031740891,71.5,0.144023596,0.023417861,100.5
Enfield,CT,999,1.272474513,70,2.7096,1.8958,167100,-0.059808612,-0.23880597,0.001244764,55.5,0.175888023,0.068318318,97
Burke,VA,1001,5.052826691,78,1.4584,1.9718,467900,0.021376657,-0.637077936,0.000677495,10.7,0.072799232,0.016474465,81
Henrietta,NY,1003,5.78313253,95,6.3619,3.0626,133700,0.224887556,2.217125382,0.017913239,23.2,0.044233961,0.065087637,93
Town of Webster,NY,1005,6.22613531,92.5,6.8406,1.7878,173100,0.057803468,2.426035503,0.020323512,17.2,0.037048633,0.036619718,93.5
Chesterfield,MO,1008,9.405931418,63.89,2.2434,0.6698,357800,0.449185851,7.673788745,0.036953605,17,0.049449428,0.012599599,99.5
Catonsville,MD,1010,0.816496756,85.71,17.5679,3.7094,264100,-0.264350453,-0.937734434,0.004698978,35.9,0.134452781,0.04428698,89
Newark,CA,1012,9.741427247,100,5.7424,0.6302,681700,1.037498147,15.7385399,0.047331671,46.1,0.041247834,0.025210084,56
Penn Hills,PA,1013,1.050973123,90.48,17.9693,1.5756,80300,0,-1.351351351,0.007895392,52.8,0.138612438,0.038768315,117
North Highlands,CA,1015,6.410565338,81.25,9.7825,7.8694,185900,0.977729495,12.94046173,0.072549758,87.5,0.153830522,0.043143968,79
Mount Juliet,TN,1018,9.161260426,95.92,3.2792,1.3197,249400,0.849171047,8.813263525,0.033801123,40.3,0.059246137,0.014950166,77
Manchester,NJ,1023,0.936978684,72.88,8.935,7.7236,162100,0.620732464,-1.876513317,0.00681678,58.2,0.130961844,0.083459788,129
Potomac,MD,1024,7.407784986,100,3.1104,0.5379,835900,-0.28629369,-1.647252618,-0.004027994,14.6,0.040075883,0.017751479,113
Palm Springs,CA,1025,8.676552363,89.04,3.2092,2.6504,319200,0.377358491,8.313539192,0.062753759,33.1,0.098626334,0.019373097,81
Fallbrook,CA,1027,3.596848934,89.19,4.6536,3.6104,505500,0.059382423,3.289742542,0.021141444,53.4,0.072415237,0.040462428,127.5
Monrovia,CA,1032,7.390176089,100,5.805,1.2221,584500,0.481347774,4.50563204,0.010940975,82.1,0.048214692,0.033018868,79.5
Clifton Park,NY,1036,3.955514365,83.33,4.7806,0.5968,261700,0.0382263,1.159644376,0.008414215,91.9,0.060960489,0.041380397,111.5
Freeport,NY,1037,1.649675626,87.5,6.1518,4.2427,317600,0.094547747,-2.186633816,0.006366499,53.7,0.161054862,0.315789474,200.5
Rancho Santa Margarita,CA,1038,4.767377201,93.33,4.9698,3.541,590600,0.220600713,4.920945106,0.01241788,48.2,0.060025543,0.031914894,64.5
Claremore,OK,1039,3.444856348,81.82,6.2015,1.5725,116000,0.086281277,-1.023890785,0.033706897,52.8,0.113243057,0.063388731,107
San Jacinto,CA,1041,4.461538462,92.86,11.9007,7.0802,219400,0.457875458,8.078817734,0.064776664,97.3,0.18638836,0.055306544,88
Woonsocket,RI,1044,0.784986098,77.78,16.8771,7.7005,145500,0.27567195,0.483425414,0.024556701,62.6,0.272696362,0.063591022,140
Lakeside,CA,1047,8.389249305,88.89,4.9368,1.4771,438900,0.434782609,5.759036145,0.026905901,48.5,0.080152672,0.028011204,78
Auburn,CA,1048,9.316960148,89.29,7.6889,1.8467,386900,0.415260836,9.016624401,0.058624968,54.6,0.07421798,0.015872646,91.5
Hoover,AL,1050,5.792400371,74,7.3111,3.167,253200,0.118623962,2.885006095,0.031978673,34.9,0.086747828,0.014187732,107.5
Shakopee,MN,1051,5.934198332,76,9.7876,3.03,217100,0.323475046,5.133171913,0.035347766,73.4,0.118271418,0.014957265,95
Haltom City,TX,1053,6.109360519,78.57,18.0315,7.3147,101600,1.498501499,15.19274376,0.061594488,61.7,0.074681239,0.024390244,61.5
Linden,NJ,1056,0.455050973,61.11,11.1706,9.7331,236000,0.854700855,-0.88198236,0.008766949,67,0.258024436,0.169341894,152.5
Collierville,TN,1057,7.582947173,70,3.1354,2.7322,278400,0.505415162,3.340757238,0.043045977,21.3,0.071030488,0.021538462,79
Kapolei,HI,1058,7.594995366,80,2.4811,1.4333,555400,0.433996383,4.614805048,0.019654303,24.5,0.06416957,0.022624434,72.5
Brea,CA,1061,8.835959222,80.95,2.9412,1.4694,638300,0.901043313,6.578727667,0.017642175,21.9,0.059174449,0.029109656,87
Cumberland,MD,1062,1,75.86,9.8816,2.3972,71900,-1.371742112,-6.865284974,0.022336579,47.6,0.218070847,0.037195452,155
Fair Oaks,CA,1063,8.343836886,90.91,5.3854,1.2971,389400,0.802485115,8.286985539,0.055274782,53.7,0.097650514,0.030075188,70
Wilkes-Barre,PA,1064,0.232622799,66.67,25.3465,9.0978,51200,-0.582524272,-5.185185185,0.014511719,62.5,0.253424128,0.055724288,144
Rowland Heights,CA,1065,6.779425394,88.89,2,0.7255,586600,0.531276778,3.311025009,0.009079441,60.8,0.045421245,0.016129032,98
La Puente,CA,1072,4.715477294,90,5.8401,2.853,384300,0.260892252,5.634964266,0.015542545,79.8,0.06698506,0.060329068,76
Gig Harbor,WA,1074,8.717330862,97.06,5.7117,2.102,389100,1.117463617,7.308328737,0.046062709,41.1,0.07385182,0.034898059,99
North Brunswick,NJ,1079,0.821130677,68.75,7.7879,5.5502,260900,-0.267584098,-6.117308384,-0.010555768,30.8,0.163958108,0.094713656,141
Elkton,MD,1080,0.244670992,90,27.8262,9.8564,196400,0.306435138,-0.556962025,0.002556008,72.5,0.205101778,0.077895694,145
